Gate pass time,Alt license number,Reason
12-02-2018 13:05:24,10172,Guard open
12-02-2018 13:05:25,10172,Guard open
12-02-2018 13:05:26,10172,Guard open
12-02-2018 13:05:27,10172,Guard open
12-02-2018 13:05:28,10172,Guard open
12-02-2018 13:05:29,10172,Guard open
12-02-2018 13:05:30,10172,Guard open
12-02-2018 13:05:31,10172,Guard open
12-02-2018 13:10:17,10004,Standard exit
12-02-2018 13:35:31,10141,Standard exit
12-02-2018 13:37:26,10137,Standard exit
12-02-2018 13:40:26,10076,Standard exit
12-02-2018 13:42:19,10285,Standard entrance
12-02-2018 13:48:53,10220,Standard exit
12-02-2018 13:57:33,10195,Standard exit
12-02-2018 14:06:16,10276,Standard entrance
12-02-2018 14:08:13,10073,Standard exit
12-02-2018 14:15:49,10052,Standard entrance
12-02-2018 14:34:16,10024,Standard entrance
12-02-2018 14:42:29,10218,Standard exit
12-02-2018 14:53:54,10266,Standard entrance
12-02-2018 14:54:02,10163,Standard exit
12-02-2018 15:06:59,10232,Standard exit
12-02-2018 15:26:26,10172,Standard exit
12-02-2018 15:31:02,10072,Standard exit
12-02-2018 15:45:51,10214,Standard exit
12-02-2018 15:47:51,10179,Standard exit
12-02-2018 15:48:07,10152,Standard exit
12-02-2018 15:57:00,10178,Standard exit
12-02-2018 15:57:29,10285,Standard exit
12-02-2018 15:59:27,10040,Standard exit
12-02-2018 16:01:15,10094,Standard exit
12-02-2018 16:03:33,10274,Standard entrance
12-02-2018 16:03:53,10181,Standard exit
12-02-2018 16:12:31,10028,Guard open
12-02-2018 16:30:17,10259,Standard entrance
12-02-2018 16:41:10,10066,Standard exit
12-02-2018 16:50:13,10104,Standard exit
12-02-2018 16:55:13,10264,Standard exit
12-02-2018 17:15:11,10184,Standard exit
12-02-2018 17:16:30,10064,Standard entrance
12-02-2018 17:18:11,10052,Standard exit
12-02-2018 17:18:24,10106,Standard exit
12-02-2018 17:21:05,10028,Standard exit
12-02-2018 17:26:47,10048,Standard exit
12-02-2018 17:31:51,10121,Standard exit
12-02-2018 17:42:45,10145,Doesnt exist in DB
12-02-2018 17:45:02,10276,Standard exit
12-02-2018 18:03:37,10193,Standard exit
12-02-2018 18:40:10,10266,Standard exit
12-02-2018 18:43:17,10024,Standard exit
12-02-2018 19:01:14,10259,Standard exit
12-02-2018 19:02:46,10281,Standard entrance
12-02-2018 19:12:07,10258,Standard exit
12-02-2018 19:21:14,10125,Standard entrance
12-02-2018 19:44:01,10026,Standard exit
12-02-2018 19:58:31,10064,Standard exit
12-02-2018 20:13:57,10196,Standard exit
12-02-2018 20:16:55,10171,Standard exit
12-02-2018 20:42:36,10281,Standard exit
12-02-2018 20:52:59,10036,Standard exit
12-02-2018 21:02:58,10125,Standard exit
12-02-2018 23:01:25,10274,Standard exit
13-02-2018 01:00:55,10135,Parking lot cleaning
13-02-2018 07:17:26,10125,Guard open
13-02-2018 07:17:27,10125,Guard open
13-02-2018 07:17:28,10125,Guard open
13-02-2018 07:17:29,10125,Guard open
13-02-2018 07:17:30,10125,Guard open
13-02-2018 07:17:31,10125,Guard open
13-02-2018 07:20:27,10193,Standard entrance
13-02-2018 07:50:13,10124,Standard entrance
13-02-2018 07:56:34,10121,Standard entrance
13-02-2018 07:56:45,10026,Standard entrance
13-02-2018 08:05:38,10184,Standard entrance
13-02-2018 08:15:10,10048,Standard entrance
13-02-2018 08:26:54,10181,Standard entrance
13-02-2018 08:49:06,10041,Standard entrance
13-02-2018 09:16:21,10082,Standard entrance
13-02-2018 09:17:24,10036,Standard entrance
13-02-2018 09:18:28,10258,Standard entrance
13-02-2018 09:21:53,10288,Standard entrance
13-02-2018 09:33:57,10178,Standard entrance
13-02-2018 09:49:49,10003,Standard entrance
13-02-2018 10:17:50,10046,Standard entrance
13-02-2018 10:27:36,10046,Guard open
13-02-2018 10:27:37,10274,Guard open
13-02-2018 10:27:38,10046,Guard open
13-02-2018 10:27:39,10274,Guard open
13-02-2018 10:27:40,10046,Guard open
13-02-2018 10:27:41,10274,Guard open
13-02-2018 10:27:48,10274,Guard open
13-02-2018 10:27:49,10046,Guard open
13-02-2018 10:27:50,10274,Guard open
13-02-2018 10:27:53,10274,Guard open
13-02-2018 10:27:53,10046,Guard open
13-02-2018 10:27:57,10046,Guard open
13-02-2018 10:27:58,10274,Guard open
13-02-2018 10:28:02,10046,Guard open
13-02-2018 10:28:14,10046,Guard open
13-02-2018 10:28:15,10274,Guard open
13-02-2018 10:28:16,10046,Guard open
13-02-2018 10:28:17,10274,Guard open
13-02-2018 11:03:10,10141,Standard entrance
13-02-2018 11:03:24,10219,Standard entrance
13-02-2018 11:06:31,10040,Standard entrance
13-02-2018 11:11:42,10276,Standard entrance
13-02-2018 11:18:07,10216,Standard entrance
13-02-2018 11:24:09,10094,Standard entrance
13-02-2018 11:26:48,10218,Standard entrance
13-02-2018 11:43:56,10204,Standard entrance
13-02-2018 11:48:13,10196,Standard entrance
13-02-2018 12:14:27,10239,Standard entrance
13-02-2018 12:23:15,10103,Standard entrance
13-02-2018 12:42:27,10286,Standard entrance
13-02-2018 13:04:46,10276,Standard exit
13-02-2018 13:14:51,10286,Guard open
13-02-2018 13:14:52,10286,Guard open
13-02-2018 13:14:53,10286,Guard open
13-02-2018 13:22:06,10082,Standard exit
13-02-2018 13:23:49,10026,Standard exit
13-02-2018 13:26:11,10046,Standard exit
13-02-2018 13:28:51,10288,Standard exit
13-02-2018 13:28:59,10133,Standard entrance
13-02-2018 13:44:03,10100,Standard entrance
13-02-2018 13:44:17,10268,Standard entrance
13-02-2018 14:13:53,10003,Standard exit
13-02-2018 14:25:24,10239,Standard exit
13-02-2018 14:40:46,10138,Standard entrance
13-02-2018 14:46:15,10282,Standard entrance
13-02-2018 14:59:33,10003,Standard entrance
13-02-2018 15:00:52,10026,Standard entrance
13-02-2018 15:01:08,10214,Standard entrance
13-02-2018 15:08:08,10259,Standard entrance
13-02-2018 15:13:28,10141,Standard exit
13-02-2018 15:16:16,10124,Standard exit
13-02-2018 15:40:30,10094,Standard exit
13-02-2018 15:49:15,10178,Standard exit
13-02-2018 15:49:24,10274,Standard entrance
13-02-2018 15:51:24,10103,Standard exit
13-02-2018 15:56:46,10229,Standard entrance
13-02-2018 16:08:24,10205,Standard entrance
13-02-2018 16:10:52,10181,Standard exit
13-02-2018 16:21:02,10286,Standard exit
13-02-2018 16:23:11,10193,Standard exit
13-02-2018 16:33:55,10040,Standard exit
13-02-2018 16:35:01,10184,Standard exit
13-02-2018 16:43:16,10079,Standard entrance
13-02-2018 16:54:05,10225,Standard entrance
13-02-2018 16:54:45,10268,Standard exit
13-02-2018 17:04:48,10026,Standard exit
13-02-2018 17:22:12,10105,Standard entrance
13-02-2018 17:57:13,10218,Standard exit
13-02-2018 18:01:41,10204,Standard exit
13-02-2018 18:02:24,10092,Standard entrance
13-02-2018 18:12:54,10048,Standard exit
13-02-2018 18:16:59,10133,Standard exit
13-02-2018 18:17:44,10229,Standard exit
13-02-2018 18:53:32,10138,Standard exit
13-02-2018 19:06:50,10105,Standard exit
13-02-2018 19:12:40,10121,Standard exit
13-02-2018 19:20:56,10036,Standard exit
13-02-2018 19:38:33,10214,Standard exit
13-02-2018 20:00:20,10003,Standard exit
13-02-2018 20:21:34,10205,Standard exit
13-02-2018 20:22:52,10219,Standard exit
13-02-2018 20:32:35,10079,Standard exit
13-02-2018 20:42:21,10282,Standard exit
13-02-2018 20:54:21,10258,Standard exit
13-02-2018 21:09:09,10100,Standard exit
13-02-2018 21:11:12,10216,Standard exit
13-02-2018 21:24:31,10196,Standard exit
13-02-2018 22:26:24,10092,Standard exit
13-02-2018 23:05:48,10274,Standard exit
13-02-2018 23:32:21,10259,Standard exit
14-02-2018 01:00:55,10225,Parking lot cleaning
14-02-2018 01:00:55,10041,Parking lot cleaning
14-02-2018 01:00:55,10125,Parking lot cleaning
14-02-2018 07:08:27,10196,Standard entrance
14-02-2018 07:08:33,10184,Standard entrance
14-02-2018 07:22:03,10152,Standard entrance
14-02-2018 07:22:14,10152,Guard open
14-02-2018 07:22:15,10152,Guard open
14-02-2018 07:22:16,10152,Guard open
14-02-2018 07:33:47,10026,Standard entrance
14-02-2018 07:38:38,10139,Standard entrance
14-02-2018 07:45:13,10121,Standard entrance
14-02-2018 07:51:06,10048,Standard entrance
14-02-2018 08:04:11,10124,Standard entrance
14-02-2018 08:11:57,10181,Standard entrance
14-02-2018 08:13:41,10264,Standard entrance
14-02-2018 08:43:23,10258,Standard entrance
14-02-2018 08:50:29,10104,Standard entrance
14-02-2018 09:06:55,10156,Standard entrance
14-02-2018 09:09:38,10094,Standard entrance
14-02-2018 09:45:19,10178,Standard entrance
14-02-2018 09:53:23,10036,Standard entrance
14-02-2018 09:54:48,10003,Standard entrance
14-02-2018 09:57:02,10156,Standard exit
14-02-2018 10:03:41,10171,Standard entrance
14-02-2018 10:13:16,10193,Standard entrance
14-02-2018 10:33:21,10232,Standard entrance
14-02-2018 10:35:43,10204,Standard entrance
14-02-2018 10:36:16,10113,Standard entrance
14-02-2018 10:55:33,10179,Standard entrance
14-02-2018 11:00:15,10058,Standard entrance
14-02-2018 11:01:04,10141,Standard entrance
14-02-2018 11:15:38,10106,Standard entrance
14-02-2018 11:21:09,10163,Standard entrance
14-02-2018 11:30:43,10072,Standard entrance
14-02-2018 11:59:16,10026,Standard exit
14-02-2018 12:23:36,10216,Standard entrance
14-02-2018 12:24:29,10264,Standard exit
14-02-2018 12:48:14,10024,Standard entrance
14-02-2018 12:51:57,10207,Standard entrance
14-02-2018 12:53:35,10041,Standard entrance
14-02-2018 12:53:40,10141,Standard exit
14-02-2018 12:55:01,10207,Standard exit
14-02-2018 12:56:00,10031,Standard entrance
14-02-2018 13:05:42,10041,Standard exit
14-02-2018 13:05:55,10003,Standard exit
14-02-2018 13:36:20,10058,Standard exit
14-02-2018 13:38:49,10172,Standard entrance
14-02-2018 13:41:36,10180,Standard entrance
14-02-2018 13:42:30,10003,Standard entrance
14-02-2018 13:57:48,10036,Standard exit
14-02-2018 14:34:54,10113,Standard exit
14-02-2018 14:58:36,10147,Standard entrance
14-02-2018 15:06:32,10232,Standard exit
14-02-2018 15:23:08,10274,Standard entrance
14-02-2018 15:23:18,10214,Standard entrance
14-02-2018 15:25:43,10214,Standard exit
14-02-2018 15:25:54,10106,Standard exit
14-02-2018 15:32:57,10204,Standard exit
14-02-2018 15:35:22,10124,Standard exit
14-02-2018 15:44:26,10214,Standard entrance
14-02-2018 15:46:50,10196,Standard exit
14-02-2018 15:53:15,10178,Standard exit
14-02-2018 15:55:22,10094,Standard exit
14-02-2018 16:15:06,10152,Standard exit
14-02-2018 16:29:57,10139,Standard exit
14-02-2018 16:33:58,10024,Standard exit
14-02-2018 16:44:23,10104,Standard exit
14-02-2018 16:51:02,10037,Standard entrance
14-02-2018 16:56:12,10214,Standard exit
14-02-2018 17:07:25,10048,Standard exit
14-02-2018 17:10:41,10184,Standard exit
14-02-2018 17:16:52,10051,Standard entrance
14-02-2018 17:18:38,10282,Standard entrance
14-02-2018 18:01:53,10072,Standard exit
14-02-2018 18:13:42,10121,Standard exit
14-02-2018 18:26:10,10193,Standard exit
14-02-2018 18:57:26,10207,Standard entrance
14-02-2018 19:10:50,10181,Standard exit
14-02-2018 19:16:09,10207,Standard exit
14-02-2018 19:23:18,10163,Standard exit
14-02-2018 19:24:55,10171,Standard exit
14-02-2018 19:29:29,10258,Standard exit
14-02-2018 19:33:05,10051,Standard exit
14-02-2018 19:55:01,10216,Standard exit
14-02-2018 20:11:08,10180,Standard exit
14-02-2018 20:27:42,10003,Standard exit
14-02-2018 20:28:38,10179,Standard exit
14-02-2018 20:42:34,10037,Standard exit
14-02-2018 21:03:25,10147,Standard exit
14-02-2018 21:06:45,10282,Standard exit
14-02-2018 22:44:15,10172,Standard exit
14-02-2018 22:45:06,10274,Standard exit
14-02-2018 23:05:06,10031,Standard exit
15-02-2018 06:48:36,10196,Standard entrance
15-02-2018 06:58:58,10174,Standard entrance
15-02-2018 07:18:39,10110,Standard entrance
15-02-2018 07:34:19,10121,Standard entrance
15-02-2018 07:51:51,10048,Standard entrance
15-02-2018 07:52:25,10181,Standard entrance
15-02-2018 07:54:23,10052,Unauthorized this day
15-02-2018 07:57:19,10052,Guard open
15-02-2018 07:57:20,10052,Guard open
15-02-2018 07:57:21,10052,Guard open
15-02-2018 07:57:44,10139,Standard entrance
15-02-2018 08:00:38,10008,Standard entrance
15-02-2018 08:08:45,10152,Standard entrance
15-02-2018 08:12:29,10026,Standard entrance
15-02-2018 08:18:50,10061,Standard entrance
15-02-2018 08:29:09,10124,Standard entrance
15-02-2018 08:31:40,10075,Standard entrance
15-02-2018 08:46:22,10030,Standard entrance
15-02-2018 08:50:16,10104,Standard entrance
15-02-2018 09:25:07,10003,Standard entrance
15-02-2018 09:30:17,10258,Standard entrance
15-02-2018 09:35:11,10219,Standard entrance
15-02-2018 09:57:07,10205,Standard entrance
15-02-2018 10:01:53,10232,Standard entrance
15-02-2018 10:07:15,10193,Standard entrance
15-02-2018 10:15:51,10218,Standard entrance
15-02-2018 10:21:17,10288,Standard entrance
15-02-2018 10:21:35,10094,Standard entrance
15-02-2018 10:23:25,10019,Standard entrance
15-02-2018 10:24:18,10178,Standard entrance
15-02-2018 10:28:06,10288,Standard exit
15-02-2018 10:48:47,10137,Standard entrance
15-02-2018 11:25:57,10171,Standard entrance
15-02-2018 11:27:53,10184,Standard entrance
15-02-2018 11:28:33,10216,Standard entrance
15-02-2018 11:35:06,10120,Standard entrance
15-02-2018 11:49:15,10048,Standard exit
15-02-2018 11:51:06,10174,Standard exit
15-02-2018 11:56:14,10110,Standard exit
15-02-2018 12:03:26,10280,Standard entrance
15-02-2018 12:22:59,10019,Standard exit
15-02-2018 12:25:34,10090,Standard entrance
15-02-2018 12:27:02,10048,Standard entrance
15-02-2018 12:30:34,10052,Standard exit
15-02-2018 12:43:38,10212,Standard entrance
15-02-2018 12:50:20,10203,Standard entrance
15-02-2018 12:55:48,10205,Standard exit
15-02-2018 13:01:04,10104,Standard exit
15-02-2018 13:02:37,10147,Standard entrance
15-02-2018 13:02:47,10003,Standard exit
15-02-2018 13:11:11,10010,Standard entrance
15-02-2018 13:12:07,10100,Standard entrance
15-02-2018 13:24:01,10206,Standard entrance
15-02-2018 13:25:44,10265,Standard entrance
15-02-2018 13:37:57,10057,Standard exit
15-02-2018 13:45:50,10137,Standard exit
15-02-2018 13:54:57,10285,Standard entrance
15-02-2018 14:04:56,10106,Standard entrance
15-02-2018 14:10:53,10008,Standard exit
15-02-2018 14:20:07,10121,Standard exit
15-02-2018 14:27:38,10285,Standard exit
15-02-2018 14:33:02,10003,Standard entrance
15-02-2018 14:51:17,10010,Standard exit
15-02-2018 15:10:01,10206,Standard exit
15-02-2018 15:10:37,10274,Standard entrance
15-02-2018 15:14:14,10061,Standard exit
15-02-2018 15:15:45,10210,Standard entrance
15-02-2018 15:18:35,10232,Standard exit
15-02-2018 15:26:55,10124,Standard exit
15-02-2018 15:28:42,10196,Standard exit
15-02-2018 15:49:50,10178,Standard exit
15-02-2018 16:00:27,10181,Standard exit
15-02-2018 16:05:46,10106,Standard exit
15-02-2018 16:08:12,10280,Standard exit
15-02-2018 16:24:02,10171,Standard exit
15-02-2018 16:24:47,10094,Standard exit
15-02-2018 16:32:49,10038,Standard entrance
15-02-2018 16:37:27,10212,Standard exit
15-02-2018 16:38:01,10231,Standard entrance
15-02-2018 16:49:09,10048,Standard exit
15-02-2018 16:56:46,10139,Standard exit
15-02-2018 16:59:25,10120,Standard exit
15-02-2018 17:02:02,10163,Standard entrance
15-02-2018 17:05:21,10219,Standard exit
15-02-2018 17:08:23,10152,Standard exit
15-02-2018 17:10:12,10152,Standard entrance
15-02-2018 17:10:49,10265,Standard exit
15-02-2018 17:15:09,10152,Standard exit
15-02-2018 17:21:53,10026,Standard exit
15-02-2018 17:29:44,10038,Standard exit
15-02-2018 17:31:45,10030,Standard exit
15-02-2018 17:38:48,10075,Standard exit
15-02-2018 17:45:41,10100,Standard exit
15-02-2018 17:53:53,10210,Standard exit
15-02-2018 18:22:35,10135,Standard entrance
15-02-2018 18:29:59,10210,Guard open
15-02-2018 18:34:38,10203,Standard exit
15-02-2018 18:35:35,10218,Standard exit
15-02-2018 18:39:19,10193,Standard exit
15-02-2018 19:25:42,10163,Standard exit
15-02-2018 19:32:37,10216,Standard exit
15-02-2018 19:34:33,10258,Standard exit
15-02-2018 19:40:13,10231,Standard exit
15-02-2018 20:45:45,10003,Standard exit
15-02-2018 21:02:53,10147,Standard exit
15-02-2018 21:19:05,10184,Standard exit
15-02-2018 21:36:09,10179,Standard exit
15-02-2018 22:20:57,10090,Standard exit
15-02-2018 23:04:30,10274,Standard exit
16-02-2018 01:00:55,10135,Parking lot cleaning
16-02-2018 07:12:21,10274,Standard entrance
16-02-2018 08:27:13,10268,Standard entrance
16-02-2018 08:32:02,10095,Standard entrance
16-02-2018 08:35:05,10205,Standard entrance
16-02-2018 08:35:54,10285,Standard entrance
16-02-2018 08:39:55,10072,Standard entrance
16-02-2018 09:08:38,10237,Standard entrance
16-02-2018 09:09:03,10100,Standard entrance
16-02-2018 11:01:09,10205,Standard exit
16-02-2018 11:31:56,10072,Standard exit
16-02-2018 11:33:14,10237,Standard exit
16-02-2018 12:17:31,10285,Standard exit
16-02-2018 12:33:17,10095,Standard exit
16-02-2018 13:19:18,10100,Standard exit
16-02-2018 14:30:58,10274,Standard exit
16-02-2018 14:47:26,10268,Standard exit
18-02-2018 06:54:26,10196,Standard entrance
18-02-2018 07:16:25,10193,Standard entrance
18-02-2018 07:51:24,10184,Standard entrance
18-02-2018 07:58:41,10121,Standard entrance
18-02-2018 07:59:52,10048,Standard entrance
18-02-2018 08:26:03,10181,Standard entrance
18-02-2018 08:38:18,10268,Standard entrance
18-02-2018 08:50:57,10210,Standard entrance
18-02-2018 08:52:47,10179,Standard entrance
18-02-2018 08:54:42,10258,Standard entrance
18-02-2018 09:01:09,10288,Standard entrance
18-02-2018 09:02:58,10104,Standard entrance
18-02-2018 09:13:24,10238,Standard entrance
18-02-2018 09:17:56,10066,Standard entrance
18-02-2018 09:28:25,10003,Standard entrance
18-02-2018 09:35:52,10094,Standard entrance
18-02-2018 10:16:55,10082,Standard entrance
18-02-2018 10:41:33,10198,Standard entrance
18-02-2018 10:52:39,10218,Standard entrance
18-02-2018 10:54:10,10026,Standard entrance
18-02-2018 11:02:27,10137,Standard entrance
18-02-2018 11:06:47,10285,Standard entrance
18-02-2018 11:58:19,10106,Standard entrance
18-02-2018 11:58:24,10210,Standard exit
18-02-2018 12:50:58,10204,Standard entrance
18-02-2018 13:00:25,10073,Standard entrance
18-02-2018 13:12:21,10003,Standard exit
18-02-2018 13:17:51,10219,Standard entrance
18-02-2018 13:18:19,10216,Standard entrance
18-02-2018 13:24:30,10062,Standard entrance
18-02-2018 13:34:07,10201,Standard entrance
18-02-2018 13:53:18,10137,Standard exit
18-02-2018 13:55:27,10268,Standard exit
18-02-2018 13:55:48,10201,Standard exit
18-02-2018 14:02:04,10046,Standard exit
18-02-2018 14:03:30,10285,Standard exit
18-02-2018 14:04:30,10090,Standard entrance
18-02-2018 14:11:12,10152,Standard entrance
18-02-2018 14:19:12,10003,Standard entrance
18-02-2018 14:20:19,10213,Standard entrance
18-02-2018 14:20:45,10198,Standard exit
18-02-2018 14:43:29,10056,Standard entrance
18-02-2018 14:46:26,10181,Standard exit
18-02-2018 14:54:46,10259,Standard entrance
18-02-2018 15:12:31,10073,Standard exit
18-02-2018 15:35:55,10196,Standard exit
18-02-2018 15:36:42,10238,Standard exit
18-02-2018 15:41:18,10240,Standard exit
18-02-2018 15:41:22,10219,Standard exit
18-02-2018 15:49:49,10274,Standard entrance
18-02-2018 15:52:33,10066,Standard exit
18-02-2018 16:25:29,10106,Standard exit
18-02-2018 16:25:35,10193,Standard exit
18-02-2018 16:30:01,10104,Standard exit
18-02-2018 16:50:53,10214,Standard entrance
18-02-2018 16:52:13,10097,Standard entrance
18-02-2018 16:53:25,10029,Standard entrance
18-02-2018 17:00:55,10288,Standard exit
18-02-2018 17:09:46,10026,Standard exit
18-02-2018 17:17:18,10143,Standard entrance
18-02-2018 17:18:09,10113,Standard entrance
18-02-2018 17:24:15,10062,Standard exit
18-02-2018 17:24:51,10184,Standard exit
18-02-2018 17:36:03,10048,Standard exit
18-02-2018 17:41:20,10163,Standard entrance
18-02-2018 18:20:57,10216,Standard exit
18-02-2018 18:22:32,10204,Standard exit
18-02-2018 18:29:53,10179,Standard exit
18-02-2018 19:10:33,10163,Standard exit
18-02-2018 19:24:18,10258,Standard exit
18-02-2018 19:24:43,10003,Standard exit
18-02-2018 19:41:06,10113,Standard exit
18-02-2018 19:49:03,10218,Standard exit
18-02-2018 20:08:31,10214,Standard exit
18-02-2018 20:13:29,10029,Standard exit
18-02-2018 20:13:42,10143,Standard exit
18-02-2018 20:18:44,10094,Standard exit
18-02-2018 20:29:09,10090,Standard exit
18-02-2018 20:58:33,10152,Standard exit
18-02-2018 21:05:28,10097,Standard exit
18-02-2018 22:42:05,10274,Standard exit
18-02-2018 23:02:24,10056,Standard exit
18-02-2018 23:06:12,10213,Standard exit
18-02-2018 23:11:32,10259,Standard exit
19-02-2018 01:00:25,10082,Parking lot cleaning
19-02-2018 01:00:25,10121,Parking lot cleaning
19-02-2018 06:43:28,10174,Standard entrance
19-02-2018 06:56:26,10196,Standard entrance
19-02-2018 07:01:27,10152,Standard entrance
19-02-2018 07:04:59,10152,Guard open
19-02-2018 07:16:29,10139,Standard entrance
19-02-2018 07:29:30,10193,Standard entrance
19-02-2018 07:33:19,10121,Standard entrance
19-02-2018 08:06:12,10184,Standard entrance
19-02-2018 08:10:24,10048,Standard entrance
19-02-2018 08:14:48,10026,Standard entrance
19-02-2018 08:24:19,10181,Standard entrance
19-02-2018 08:41:28,10141,Standard entrance
19-02-2018 08:47:01,10104,Standard entrance
19-02-2018 08:48:02,10258,Standard entrance
19-02-2018 08:51:25,10135,Standard entrance
19-02-2018 08:55:18,10094,Standard entrance
19-02-2018 09:08:00,10237,Standard entrance
19-02-2018 09:34:16,10036,Standard entrance
19-02-2018 09:37:54,10156,Standard entrance
19-02-2018 09:44:20,10137,Standard entrance
19-02-2018 10:12:05,10095,Standard entrance
19-02-2018 10:15:05,10288,Standard entrance
19-02-2018 10:26:46,10171,Standard entrance
19-02-2018 10:50:21,10066,Standard entrance
19-02-2018 10:50:35,10106,Standard entrance
19-02-2018 10:53:43,10024,Standard entrance
19-02-2018 10:54:46,10214,Standard entrance
19-02-2018 11:15:13,10214,Guard open
19-02-2018 11:18:30,10095,Standard exit
19-02-2018 11:23:07,10090,Standard entrance
19-02-2018 11:23:27,10156,Standard exit
19-02-2018 11:29:17,10090,Guard open
19-02-2018 11:36:28,10216,Standard entrance
19-02-2018 11:42:49,10141,Standard exit
19-02-2018 11:50:54,10174,Standard exit
19-02-2018 11:52:05,10057,Standard entrance
19-02-2018 12:03:11,10029,Standard entrance
19-02-2018 12:12:34,10048,Standard exit
19-02-2018 12:26:15,10199,Standard entrance
19-02-2018 12:28:28,10072,Standard entrance
19-02-2018 12:32:16,10270,Standard entrance
19-02-2018 12:38:00,10019,Standard entrance
19-02-2018 12:38:45,10251,Standard entrance
19-02-2018 12:43:46,10058,Standard entrance
19-02-2018 12:50:56,10137,Standard exit
19-02-2018 12:52:55,10062,Standard entrance
19-02-2018 12:56:49,10122,Standard entrance
19-02-2018 12:58:09,10265,Standard entrance
19-02-2018 13:14:51,10276,Standard entrance
19-02-2018 13:18:58,10048,Standard entrance
19-02-2018 13:24:49,10003,Standard entrance
19-02-2018 14:09:50,10206,Standard entrance
19-02-2018 14:20:52,10052,Standard entrance
19-02-2018 14:25:41,10058,Standard exit
19-02-2018 14:26:22,10265,Standard exit
19-02-2018 14:26:58,10062,Standard exit
19-02-2018 14:57:58,10019,Standard exit
19-02-2018 15:01:50,10059,Standard entrance
19-02-2018 15:03:33,10066,Standard exit
19-02-2018 15:04:41,10206,Standard exit
19-02-2018 15:07:06,10196,Standard exit
19-02-2018 15:09:09,10199,Standard exit
19-02-2018 15:12:54,10090,Standard exit
19-02-2018 15:14:56,10171,Standard exit
19-02-2018 15:29:26,10072,Standard exit
19-02-2018 15:35:26,10270,Standard exit
19-02-2018 15:36:13,10251,Standard exit
19-02-2018 15:38:37,10057,Standard exit
19-02-2018 15:46:06,10181,Standard exit
19-02-2018 15:48:32,10274,Standard entrance
19-02-2018 16:03:55,10237,Standard exit
19-02-2018 16:04:33,10122,Standard exit
19-02-2018 16:08:04,10214,Standard exit
19-02-2018 16:09:27,10015,Standard entrance
19-02-2018 16:26:03,10029,Standard exit
19-02-2018 16:27:15,10104,Standard exit
19-02-2018 16:27:57,10219,Standard entrance
19-02-2018 16:37:59,10230,Standard entrance
19-02-2018 16:38:00,10106,Standard exit
19-02-2018 16:42:27,10121,Standard exit
19-02-2018 16:42:36,10135,Standard exit
19-02-2018 16:44:08,10089,Standard entrance
19-02-2018 16:48:47,10239,Standard entrance
19-02-2018 16:52:27,10193,Standard exit
19-02-2018 16:53:28,10171,Standard entrance
19-02-2018 16:53:34,10288,Standard exit
19-02-2018 17:16:17,10145,Standard entrance
19-02-2018 17:17:57,10184,Standard exit
19-02-2018 17:18:30,10288,Standard entrance
19-02-2018 17:19:57,10059,Standard exit
19-02-2018 17:23:00,10024,Standard exit
19-02-2018 17:24:18,10094,Standard exit
19-02-2018 17:51:24,10048,Standard exit
19-02-2018 18:16:30,10003,Standard exit
19-02-2018 18:32:20,10281,Standard entrance
19-02-2018 18:36:13,10136,Standard entrance
19-02-2018 18:50:02,10052,Standard exit
19-02-2018 18:50:10,10258,Standard exit
19-02-2018 18:54:54,10288,Standard exit
19-02-2018 19:06:40,10015,Standard exit
19-02-2018 19:09:37,10239,Standard exit
19-02-2018 20:05:19,10281,Standard exit
19-02-2018 20:11:27,10139,Standard exit
19-02-2018 20:35:26,10230,Standard exit
19-02-2018 20:36:53,10216,Standard exit
19-02-2018 20:38:37,10145,Standard exit
19-02-2018 20:38:46,10136,Standard exit
19-02-2018 20:54:34,10026,Standard exit
19-02-2018 20:57:22,10089,Standard exit
19-02-2018 21:55:10,10152,Standard exit
19-02-2018 22:07:23,10219,Standard exit
19-02-2018 22:26:11,10171,Standard exit
19-02-2018 22:32:38,10276,Standard exit
19-02-2018 23:01:04,10274,Standard exit
20-02-2018 01:00:25,10036,Parking lot cleaning
20-02-2018 07:11:34,10193,Standard entrance
20-02-2018 07:33:18,10121,Standard entrance
20-02-2018 07:40:33,10181,Standard entrance
20-02-2018 07:48:18,10026,Standard entrance
20-02-2018 07:48:23,10184,Standard entrance
20-02-2018 07:48:28,10048,Standard entrance
20-02-2018 07:49:32,10048,Guard open
20-02-2018 07:50:29,10075,Standard entrance
20-02-2018 07:53:31,10124,Standard entrance
20-02-2018 08:03:24,10056,Standard entrance
20-02-2018 08:29:06,10156,Standard entrance
20-02-2018 08:32:12,10094,Standard entrance
20-02-2018 08:36:18,10288,Standard entrance
20-02-2018 08:38:23,10196,Standard entrance
20-02-2018 08:47:08,10288,Standard exit
20-02-2018 08:48:02,10258,Standard entrance
20-02-2018 08:53:52,10057,Standard entrance
20-02-2018 08:58:10,10288,Standard entrance
20-02-2018 09:09:44,10104,Standard entrance
20-02-2018 09:17:56,10264,Standard entrance
20-02-2018 09:19:11,10058,Standard entrance
20-02-2018 09:21:58,10156,Standard exit
20-02-2018 09:22:11,10077,Standard entrance
20-02-2018 09:27:55,10089,Standard entrance
20-02-2018 09:38:15,10106,Standard entrance
20-02-2018 09:45:07,10238,Standard entrance
20-02-2018 09:48:50,10003,Standard entrance
